phase_mark,source_marks,tracking_key,yoren_code,name_zh,attribute,stage,hp,deck_rule_limit,special_rules,interaction_flags,complexity,source_variant_count,collection_numbers,implemented_in_repo,implementation_status,backend_status,ui_status,ai_api_status,implemented_file,test_file,notes
H,H|G,P204,P204,榛果球,草,基础,70,,,,low,12,171/SV-P|156/SV-P|054/052|004/130|002/052|001/127,yes,implemented,implemented,todo,planned,/Users/easygod/code/ryuu-play/packages/sets/src/standard/set_h/simple-generated.ts,/Users/easygod/code/ryuu-play/packages/sets/tests/standard/set_h/simple-generated.spec.ts,H basic low-complexity generated card added.
H,H,P0987,P0987,振翼发,超,基础,90,,ANCIENT,DAMAGE_COUNTERS,medium,11,109/204|28 07/07|28 06/07|28 05/07|28 04/07|28 03/07|28 02/07|28 01/07|012/033,no,todo,todo,todo,todo,,,
H,H,P750,P750,重泥挽马,斗,1阶进化,150,,,ATTACH_ENERGY,low,10,126/204|23 07/07|23 06/07|23 05/07|23 04/07|23 03/07|23 02/07|23 01/07,no,todo,todo,todo,todo,,,
H,H|G|F,P607,P607,烛光灵,火,基础,60,,,SELECT_POKEMON|SELECT_CARD|COIN_FLIP|SEARCH_OR_RECOVERY,medium,8,033/207|022/130|009/066,no,todo,todo,todo,todo,,,
H,H|G,P0974,P0974,走鲸,水,基础,100,,,SPECIAL_CONDITION,low,14,065/207|038/130|036/129|034/128|007/064,no,todo,todo,todo,todo,,,
H,H|G|F,P112,P112,钻角犀兽,斗,1阶进化,140,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY,high,8,102/207|112/151|062/128,no,todo,todo,todo,todo,,,
H,H,Y1459,Y1459,多龙巴鲁托ex,龙,2阶进化,320,,POKEMON_EX|TERA,DAMAGE_COUNTERS,medium,2,229/207|159/207,yes,implemented,implemented,review,review,packages/sets/src/standard/set_h/dragapult-ex.ts,packages/sets/tests/standard/set_h/dragapult-ex.spec.ts,
H,H|F,P885,P885,多龙梅西亚,龙,基础,70,,,,low,5,157/207|056/131,yes,implemented,implemented,not_needed,not_needed,packages/sets/src/standard/set_h/dreepy.ts,,
H,H|F,P886,P886,多龙奇,龙,1阶进化,90,,,SELECT_ENERGY|SELECT_CARD|SEARCH_OR_RECOVERY,medium,5,158/207|057/131,yes,implemented,implemented,review,review,packages/sets/src/standard/set_h/drakloak.ts,packages/sets/tests/standard/set_h/drakloak.spec.ts,
H,H,Y1442,Y1442,厄诡椪 碧草面具ex,草,基础,210,,POKEMON_EX|TERA,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,high,4,256/207|242/207|214/207|028/207,yes,implemented,implemented,review,review,packages/sets/src/standard/set_h/teal-mask-ogerpon-ex.ts,packages/sets/tests/standard/set_h/teal-mask-ogerpon-ex.spec.ts,
H,H,Y1449,Y1449,厄诡椪 水井面具ex,水,基础,210,,POKEMON_EX|TERA,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,3,245/207|220/207|067/207,yes,implemented,implemented,review,review,packages/sets/src/standard/set_h/wellspring-mask-ogerpon-ex.ts,packages/sets/tests/standard/set_h/wellspring-mask-ogerpon-ex.spec.ts,
H,H|F,P477,P477,黑夜魔灵,超,2阶进化,160,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|DAMAGE_COUNTERS|ATTACH_ENERGY,high,6,212/207|083/207|034/066,yes,implemented,implemented,review,review,packages/sets/src/standard/set_h/dusknoir.ts,packages/sets/tests/standard/set_h/dusknoir.spec.ts,
H,H,Y1455,Y1455,吉雉鸡ex,恶,基础,210,,POKEMON_EX,,low,3,249/207|226/207|135/207,yes,implemented,implemented,not_needed,review,packages/sets/src/standard/set_h/fezandipiti-ex.ts,packages/sets/tests/standard/set_h/fezandipiti-ex.spec.ts,
H,H,Y1399,Y1399,猛雷鼓ex,龙,基础,240,,POKEMON_EX|ANCIENT,ATTACH_ENERGY|SEARCH_OR_RECOVERY,medium,4,256/204|244/204|227/204|154/204,yes,implemented,implemented,review,review,packages/sets/src/standard/set_h/raging-bolt-ex.ts,packages/sets/tests/standard/set_h/raging-bolt-ex.spec.ts,
H,H|F,P356,P356,彷徨夜灵,超,1阶进化,90,,,DAMAGE_COUNTERS|SPECIAL_CONDITION,medium,6,211/207|082/207|033/066,yes,implemented,implemented,review,review,packages/sets/src/standard/set_h/dusclops.ts,packages/sets/tests/standard/set_h/dusclops.spec.ts,
H,H|F,P355,P355,夜巡灵,超,基础,60,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|SPECIAL_CONDITION,high,7,210/207|081/207|032/066|003/011,yes,implemented,implemented,review,review,packages/sets/src/standard/set_h/duskull.ts,packages/sets/tests/standard/set_h/duskull.spec.ts,
G,G,Y1183,Y1183,阿柏怪ex,恶,1阶进化,270,,POKEMON_EX,SELECT_POKEMON|SELECT_CARD,medium,3,177/151|079/177|024/151,no,todo,todo,todo,todo,,,
G,G,Y1202,Y1202,阿勃梭鲁ex,恶,基础,210,,POKEMON_EX,SEARCH_OR_RECOVERY,medium,5,147/SV-P|143/127|091/207|086/127|08 07/07,no,todo,todo,todo,todo,,,
G,G|F,P876,P876,爱管侍,无色,基础,90,,,SELECT_POKEMON|SELECT_CARD|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,medium,7,101/127|006/023|004/023|055/131,no,todo,todo,todo,todo,,,
G,G|F,P370,P370,爱心鱼,水,基础,70,,,SELECT_POKEMON|SELECT_CARD|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,medium,7,036/130|047/128|015/131,no,todo,todo,todo,todo,,,
G,G,Y1284,Y1284,獒教父,恶,1阶进化,130,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|DAMAGE_COUNTERS|SWITCH,high,8,135/130|088/130|079/129|006/006,no,todo,todo,todo,todo,,,
G,G,P0943,P0943,獒教父ex,恶,1阶进化,260,,POKEMON_EX,DAMAGE_COUNTERS,medium,3,096/128|022/058,no,todo,todo,todo,todo,,,
G,G,P0929,P0929,奥利纽,草,1阶进化,90,,,COIN_FLIP,low,9,129/127|056/052|015/127|007/129|005/052,no,todo,todo,todo,todo,,,
G,G,P0930,P0930,奥利瓦,草,2阶进化,150,,,,low,8,057/052|016/127|008/129|006/052,no,todo,todo,not_needed,not_needed,,,
G,G,P853,P853,八爪武师,斗,1阶进化,120,,,,low,3,074/128,no,todo,todo,not_needed,not_needed,,,
G,G,P0923,P0923,巴布土拨,雷,2阶进化,130,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,9,095/SV-P|058/SV-P|045/128|038/129|006/006,no,todo,todo,todo,todo,,,
G,G,Y1307,Y1307,巴布土拨ex,雷,2阶进化,300,,POKEMON_EX,ATTACH_ENERGY,medium,1,039/129,no,todo,todo,todo,todo,,,
G,G,P012,P012,巴大蝶,草,2阶进化,130,,,SELECT_POKEMON|SELECT_CARD|SWITCH|SEARCH_OR_RECOVERY,medium,3,012/151,no,todo,todo,todo,todo,,,
G,G|F,P509,P509,扒手猫,恶,基础,60,,,COIN_FLIP,low,7,090/128|271/414|091/131,no,todo,todo,todo,todo,,,
G,G|F,P045,P045,霸王花,草,2阶进化,140,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,6,159/151|045/151|007/128,no,todo,todo,todo,todo,,,
G,G|F,P087,P087,白海狮,水,1阶进化,130,,,COIN_FLIP|SEARCH_OR_RECOVERY,medium,6,087/151|028/177|002/131,no,todo,todo,todo,todo,,,
G,G|F,Y1074,Y1074,百变怪,无色,基础,60,,RULE_BOX,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|SEARCH_OR_RECOVERY,medium,8,168/151|132/151|121/207|068/066|055/066,no,todo,todo,todo,todo,,,
G,G|F,P591,P591,败露球菇,草,1阶进化,110,,,COIN_FLIP|SPECIAL_CONDITION,medium,5,006/128|022/131,no,todo,todo,todo,todo,,,
G,G,P248,P248,班基拉斯,恶,2阶进化,180,,,,low,4,077/129|027/SV-P,no,todo,todo,not_needed,not_needed,,,
G,G,P522,P522,斑斑马,雷,基础,60,,,,low,4,102/052|046/128,no,todo,todo,not_needed,not_needed,,,
G,G|F,P121,P121,宝石海星,水,1阶进化,90,,,DAMAGE_COUNTERS,low,9,167/151|121/151|003/058|167/414|050/153,no,todo,todo,todo,todo,,,
G,G,P0594,P0594,保姆曼波,水,基础,120,,,,low,3,031/127,no,todo,todo,not_needed,not_needed,,,
G,G,P130,P130,暴鲤龙,水,1阶进化,190,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,6,130/151|024/128,no,todo,todo,todo,todo,,,
G,G,Y1276,Y1276,暴鲤龙ex,水,1阶进化,300,,POKEMON_EX|TERA,DAMAGE_COUNTERS,medium,2,143/130|033/130,no,todo,todo,todo,todo,,,
G,G|F,P460,P460,暴雪王,草,1阶进化,150,,,,low,6,054/049|009/130|006/049|036/153,no,todo,todo,not_needed,not_needed,,,
G,G,P513,P513,爆香猴,火,基础,70,,,SELECT_POKEMON|SELECT_CARD|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,medium,3,020/128,no,todo,todo,todo,todo,,,
G,G,P514,P514,爆香猿,火,1阶进化,100,,,,low,3,021/128,no,todo,todo,not_needed,not_needed,,,
G,G,P295,P295,爆音怪,无色,2阶进化,160,,,,low,3,109/128,no,todo,todo,not_needed,not_needed,,,
G,G,P017,P017,比比鸟,无色,1阶进化,80,,,,low,9,154/151|137/129|100/129|017/151|009/033,no,todo,todo,not_needed,not_needed,,,
G,G,Y1194,Y1194,比克提尼ex,火,基础,190,,POKEMON_EX,SWITCH,medium,4,114/SV-P|113/SV-P|023/127|001/024,no,todo,todo,todo,todo,,,
G,G,P875,P875,冰砌鹅,水,基础,110,,,ATTACH_ENERGY,low,5,121/SV-P|037/130|025/SV-P,no,todo,todo,todo,todo,,,
G,G,Y1332,Y1332,冰砌鹅ex,火,基础,210,,POKEMON_EX|TERA,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,high,3,153/129|138/129|019/129,no,todo,todo,todo,todo,,,
G,G,P016,P016,波波,无色,基础,50,,,SELECT_POKEMON|SELECT_CARD|SEARCH_OR_RECOVERY,medium,9,153/151|136/129|099/129|016/151|008/033,no,todo,todo,todo,todo,,,
G,G|F,Y415,Y415,波尔凯尼恩,火,基础,130,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,6,022/128|022/207|049/131,no,todo,todo,todo,todo,,,
G,G|F,P175,P175,波克比,超,基础,50,,,SELECT_POKEMON|SELECT_CARD|SEARCH_OR_RECOVERY,medium,5,045/129|038/127,no,todo,todo,todo,todo,,,
G,G|F,P176,P176,波克基古,超,1阶进化,90,,,SEARCH_OR_RECOVERY,low,6,046/129|149/S-P|039/127,no,todo,todo,todo,todo,,,
G,G|F,P468,P468,波克基斯,超,2阶进化,150,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,5,047/129|040/127,no,todo,todo,todo,todo,,,
G,G,P209,P209,布鲁,超,基础,80,,,,low,3,049/129,no,todo,todo,not_needed,not_needed,,,
G,G,P210,P210,布鲁皇,超,1阶进化,130,,,,low,3,050/129,no,todo,todo,not_needed,not_needed,,,
G,G,P0922,P0922,布土拨,雷,1阶进化,90,,,COIN_FLIP|SPECIAL_CONDITION,medium,12,044/128|037/129|09 05/05|09 04/05|09 03/05|09 02/05|09 01/05|005/006,no,todo,todo,todo,todo,,,
G,G,P855,P855,怖思壶,超,1阶进化,70,,,SELECT_POKEMON|SELECT_CARD|DAMAGE_COUNTERS|SEARCH_OR_RECOVERY,medium,3,067/128,no,todo,todo,todo,todo,,,
G,G|F,P888,P888,苍响,钢,基础,120,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,10,113/207|102/129|112/207|048/072|029/058,no,todo,todo,todo,todo,,,
G,G,Y1342,Y1342,藏饱栗鼠ex,无色,1阶进化,260,,POKEMON_EX|TERA,SEARCH_OR_RECOVERY,medium,1,109/129,no,todo,todo,todo,todo,,,
G,G,P0918,P0918,操陷蛛,草,1阶进化,110,,,COIN_FLIP|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,medium,6,014/130|005/129,no,todo,todo,todo,todo,,,
G,G,Y1193,Y1193,操陷蛛ex,草,1阶进化,260,,POKEMON_EX,,low,3,153/127|136/127|013/127,no,todo,todo,not_needed,todo,,,
G,G,P0531,P0531,差不多娃娃,无色,基础,100,,,SELECT_POKEMON|SELECT_CARD|SEARCH_OR_RECOVERY,medium,3,109/129,no,todo,todo,todo,todo,,,
G,G,P0973,P0973,缠红鹤,无色,基础,110,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|SEARCH_OR_RECOVERY,medium,18,136/128|134/207|114/130|113/129|109/128|085/049|074/129|048/049|035/064,no,todo,todo,todo,todo,,,
G,G,P537,P537,蟾蜍王,水,2阶进化,170,,,,low,3,033/129,no,todo,todo,not_needed,not_needed,,,
G,G,P849,P849,颤弦蝾螈,雷,1阶进化,140,,,SELECT_POKEMON|SELECT_CARD|COIN_FLIP|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,high,8,072/052|049/127|034/129|026/052,no,todo,todo,todo,todo,,,
G,G,Y1338,Y1338,颤弦蝾螈ex,斗,1阶进化,260,,POKEMON_EX|TERA,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,high,2,143/129|071/129,no,todo,todo,todo,todo,,,
G,G,Y1335,Y1335,超梦ex,雷,基础,230,,POKEMON_EX|TERA,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,high,1,039/129,no,todo,todo,todo,todo,,,
G,G,Y1363,Y1363,超能艳鸵ex,草,1阶进化,260,,POKEMON_EX|TERA,ATTACH_ENERGY,medium,3,119/052|015/128|012/052,no,todo,todo,todo,todo,,,
G,G,P0977,P0977,吃吼霸,水,基础,160,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,9,132/127|069/052|040/127|038/129|023/052,no,todo,todo,todo,todo,,,
G,G|F,P044,P044,臭臭花,草,1阶进化,70,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SWITCH|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,high,12,158/151|130/129|044/151|002/129|006/128|003/131,no,todo,todo,todo,todo,,,
G,G|F,Y540,Y540,臭臭泥,恶,1阶进化,150,,,SPECIAL_CONDITION,low,8,089/151|083/128|070/127,no,todo,todo,todo,todo,,,
G,G|F,Y539,Y539,臭泥,恶,基础,80,,,SPECIAL_CONDITION,low,8,088/151|082/128|069/127,no,todo,todo,todo,todo,,,
G,G,Y890,Y890,穿山鼠,斗,基础,60,,,SEARCH_OR_RECOVERY,low,3,027/151,no,todo,todo,todo,todo,,,
G,G,Y891,Y891,穿山王,斗,1阶进化,120,,,DAMAGE_COUNTERS,low,3,028/151,no,todo,todo,todo,todo,,,
G,G,P0025,P0025,船长 皮卡丘,雷,基础,70,,,,low,7,07 09/09|07 07/09|07 05/09|07 04/09|07 03/09|07 02/09|07 01/09,no,todo,todo,not_needed,not_needed,,,
G,G,P091,P091,刺甲贝,水,1阶进化,130,,,,low,3,091/151,no,todo,todo,not_needed,not_needed,,,
G,G|F,P230,P230,刺龙王,水,2阶进化,150,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|SEARCH_OR_RECOVERY,medium,5,028/128|005/131,no,todo,todo,todo,todo,,,
G,G,P331,P331,刺球仙人掌,草,基础,60,,,DAMAGE_COUNTERS,low,3,003/127,no,todo,todo,todo,todo,,,
G,G|F,P491,P491,达克莱伊,恶,基础,130,,,ATTACH_ENERGY|SPECIAL_CONDITION,medium,13,084/129|10 06/07|10 05/07|10 04/07|10 03/07|10 02/07|10 01/07|092/207|084/153|019/058,no,todo,todo,todo,todo,,,
G,G,P555,P555,达摩狒狒,火,1阶进化,140,,,DAMAGE_COUNTERS,low,6,132/SV-P|017/129,no,todo,todo,todo,todo,,,
G,G,P018,P018,大比鸟,无色,2阶进化,130,,,COIN_FLIP,low,3,018/151,no,todo,todo,todo,todo,,,
G,G,Y1315,Y1315,大比鸟ex,无色,2阶进化,280,,POKEMON_EX,SELECT_POKEMON|SELECT_CARD|SEARCH_OR_RECOVERY,medium,6,157/129|146/129|124/052|101/129|048/052|010/033,no,todo,todo,todo,todo,,,
G,G|F,P083,P083,大葱鸭,无色,基础,90,,,DAMAGE_COUNTERS,low,10,119/207|083/151|032/058|118/207|096/153|030/059,no,todo,todo,todo,todo,,,
G,G,P208,P208,大钢蛇,钢,1阶进化,180,,,,low,4,109/052|097/128,no,todo,todo,not_needed,not_needed,,,
G,G|F,P241,P241,大奶罐,无色,基础,120,,,,low,8,106/128|025/064|134/131|101/131,no,todo,todo,not_needed,not_needed,,,
G,G,P098,P098,大钳蟹,水,基础,70,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,3,098/151,no,todo,todo,todo,todo,,,
G,G,P090,P090,大舌贝,水,基础,70,,,,low,3,090/151,no,todo,todo,not_needed,not_needed,,,
G,G,P071,P071,大食花,草,2阶进化,150,,,DAMAGE_COUNTERS,low,3,071/151,no,todo,todo,todo,todo,,,
G,G,Y1252,Y1252,大王铜象ex,钢,1阶进化,300,,POKEMON_EX,,low,3,143/128|111/207|099/128,no,todo,todo,not_needed,todo,,,
G,G,P095,P095,大岩蛇,斗,基础,120,,,COIN_FLIP,low,7,095/151|086/2V-P|067/128,no,todo,todo,todo,todo,,,
G,G,P015,P015,大针蜂,草,2阶进化,130,,,SPECIAL_CONDITION,low,3,015/151,no,todo,todo,todo,todo,,,
G,G,P279,P279,大嘴鸥,无色,1阶进化,120,,,SELECT_POKEMON|SELECT_CARD|SEARCH_OR_RECOVERY,medium,5,101/130|084/049|047/049,no,todo,todo,todo,todo,,,
G,G,P022,P022,大嘴雀,无色,1阶进化,90,,,SELECT_CARD|SEARCH_OR_RECOVERY,medium,3,022/151,no,todo,todo,todo,todo,,,
G,G|F,P079,P079,呆呆兽,水,基础,70,,,SELECT_POKEMON|SELECT_CARD|COIN_FLIP|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,high,14,095/049|079/151|057/049|042/129|029/127|013/049|039/128,no,todo,todo,todo,todo,,,
G,G,Y1308,Y1308,呆呆王ex,超,1阶进化,270,,POKEMON_EX|TERA,SELECT_POKEMON|SELECT_CARD|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,high,2,140/129|043/129,no,todo,todo,todo,todo,,,
G,G,P0909,P0909,呆火鳄,火,基础,80,,,COIN_FLIP|SPECIAL_CONDITION,medium,21,119/SV-P|036/SV-P|034/SV-P|024/127|023/128|019/128|03 09/09|03 08/09|03 07/09|03 06/09|03 05/09|03 04/09|03 03/09|03 02/09|03 01/09,no,todo,todo,todo,todo,,,
G,G,P322,P322,呆火驼,火,基础,80,,,SPECIAL_CONDITION,low,7,019/207|019/130|017/129,no,todo,todo,todo,todo,,,
G,G|F,P080,P080,呆壳兽,超,1阶进化,130,,,SELECT_POKEMON|SELECT_CARD|DAMAGE_COUNTERS|SPECIAL_CONDITION,medium,10,080/151|058/049|030/127|014/049|040/128,no,todo,todo,todo,todo,,,
G,G,P386,P386,代欧奇希斯,超,基础,120,,,ATTACH_ENERGY,low,5,055/129|014/064,no,todo,todo,todo,todo,,,
G,G,Y1188,Y1188,袋兽ex,无色,基础,230,,POKEMON_EX,COIN_FLIP,medium,4,182/151|115/151|060/SV-P|001/023,no,todo,todo,todo,todo,,,
G,G,P633,P633,单首龙,恶,基础,70,,,COIN_FLIP,low,3,090/128,no,todo,todo,todo,todo,,,
G,G,P767,P767,胆小虫,水,基础,70,,,SELECT_POKEMON|SELECT_CARD|COIN_FLIP,medium,7,131/129|034/129|025/129,no,todo,todo,todo,todo,,,
G,G,Y395,Y395,地鼠,斗,基础,50,,,,low,6,071/128|050/151,no,todo,todo,not_needed,not_needed,,,
G,G|F,P170,P170,灯笼鱼,雷,基础,60,,,SEARCH_OR_RECOVERY,low,5,040/129|058/131,no,todo,todo,todo,todo,,,
G,G,P0907,P0907,蒂蕾喵,草,1阶进化,90,,,SELECT_POKEMON|SELECT_CARD|SWITCH,medium,14,011/128|010/127|02 08/08|02 07/08|02 06/08|02 05/08|02 04/08|02 03/08|02 02/08|02 01/08,no,todo,todo,todo,todo,,,
G,G|F,P171,P171,电灯怪,雷,1阶进化,120,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,5,041/129|059/131,no,todo,todo,todo,todo,,,
G,G,Y1279,Y1279,电肚蛙ex,雷,1阶进化,280,,POKEMON_EX,ATTACH_ENERGY|SPECIAL_CONDITION,medium,2,145/130|053/130,no,todo,todo,todo,todo,,,
G,G,P0239,P0239,电击怪,雷,基础,30,,,,low,3,044/128,no,todo,todo,not_needed,not_needed,,,
G,G,Y1278,Y1278,电龙ex,雷,2阶进化,330,,POKEMON_EX,ATTACH_ENERGY,medium,1,050/130,no,todo,todo,todo,todo,,,
G,G,P848,P848,电音婴,雷,基础,70,,,COIN_FLIP,low,12,075/SV-P|071/052|050/129|048/127|033/129|025/052,no,todo,todo,todo,todo,,,
G,G,Y1367,Y1367,迭失棺ex,超,1阶进化,260,,POKEMON_EX,SELECT_POKEMON|SELECT_CARD|DAMAGE_COUNTERS|SEARCH_OR_RECOVERY,high,2,141/128|057/128,no,todo,todo,todo,todo,,,
G,G|F,P702,P702,咚咚鼠,超,基础,70,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|DAMAGE_COUNTERS|ATTACH_ENERGY|SWITCH|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,high,13,065/128|059/127|057/129|016/064|036/072,no,todo,todo,todo,todo,,,
G,G,Y1309,Y1309,咚咚鼠ex,超,基础,170,,POKEMON_EX|TERA,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|DAMAGE_COUNTERS|ATTACH_ENERGY|SWITCH,high,2,141/129|058/129,no,todo,todo,todo,todo,,,
G,G,P0997,P0997,冻脊龙,水,1阶进化,90,,,,low,7,132/130|056/SV-P|045/207|041/130|002/006,no,todo,todo,not_needed,not_needed,,,
G,G|F,P614,P614,冻原熊,水,1阶进化,150,,,COIN_FLIP|ATTACH_ENERGY,medium,4,023/129|166/S-P,no,todo,todo,todo,todo,,,
G,G,P084,P084,嘟嘟,无色,基础,70,,,,low,6,162/151|084/151|033/058,no,todo,todo,not_needed,not_needed,,,
G,G,P085,P085,嘟嘟利,无色,1阶进化,100,,,DAMAGE_COUNTERS,low,6,163/151|085/151|034/058,no,todo,todo,todo,todo,,,
G,G,P073,P073,毒刺水母,水,1阶进化,120,,,COIN_FLIP|SPECIAL_CONDITION,medium,3,073/151,no,todo,todo,todo,todo,,,
G,G,Y1203,Y1203,毒骷蛙ex,恶,1阶进化,250,,POKEMON_EX,SELECT_POKEMON|SELECT_CARD|DAMAGE_COUNTERS|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,high,2,144/127|088/127,no,todo,todo,todo,todo,,,
G,G,P679,P679,独剑鞘,钢,基础,60,,,,low,6,099/129|083/129,no,todo,todo,not_needed,not_needed,,,
G,G,P013,P013,独角虫,草,基础,50,,,,low,3,013/151,no,todo,todo,not_needed,not_needed,,,
G,G|F,P137,P137,多边兽,无色,基础,60,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,8,137/151|101/128|057/072,no,todo,todo,todo,todo,,,
G,G|F,P233,P233,多边兽2型,无色,1阶进化,90,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,5,102/128|058/072,no,todo,todo,todo,todo,,,
G,G|F,P474,P474,多边兽乙型,无色,2阶进化,150,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,6,114/052|103/128|059/072,no,todo,todo,todo,todo,,,
G,G,Y1219,Y1219,多刺菊石兽,水,2阶进化,150,,,,low,3,139/151,no,todo,todo,not_needed,not_needed,,,
G,G,P583,P583,多多冰,水,1阶进化,90,,,,low,4,099/052|036/128,no,todo,todo,not_needed,not_needed,,,
G,G|F,P336,P336,饭匙蛇,恶,基础,110,,,SWITCH|SPECIAL_CONDITION,medium,10,090/207|085/130|085/127|017/058|170/S-P,no,todo,todo,todo,todo,,,
G,G,P106,P106,飞腿郎,斗,基础,120,,,SWITCH,low,3,106/151,no,todo,todo,todo,todo,,,
G,G|F,P059,P059,风速狗,火,1阶进化,150,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY,high,8,059/151|017/130|032/131,no,todo,todo,todo,todo,,,
G,G,Y1274,Y1274,风速狗ex,火,1阶进化,280,,POKEMON_EX|TERA,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|DAMAGE_COUNTERS|ATTACH_ENERGY,high,3,155/130|141/130|018/130,no,todo,todo,todo,todo,,,
G,G|F,P416,P416,蜂女王,草,1阶进化,120,,,SELECT_POKEMON|SELECT_CARD|COIN_FLIP|SEARCH_OR_RECOVERY,medium,5,004/128|029/128,no,todo,todo,todo,todo,,,
G,G,Y1336,Y1336,蜂女王ex,超,1阶进化,270,,POKEMON_EX|TERA,DAMAGE_COUNTERS,medium,2,141/129|056/129,no,todo,todo,todo,todo,,,
G,G,Y1272,Y1272,佛烈托斯ex,草,1阶进化,270,,POKEMON_EX|TERA,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,4,139/130|117/052|005/130|003/052,no,todo,todo,todo,todo,,,
G,G|F,P419,P419,浮潜鼬,水,1阶进化,110,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,7,027/128|021/129|033/153,no,todo,todo,todo,todo,,,
G,G,P312,P312,负电拍拍,雷,基础,70,,,DAMAGE_COUNTERS|ATTACH_ENERGY,medium,4,093/SV-P|043/129,no,todo,todo,todo,todo,,,
G,G,P823,P823,钢铠鸦,钢,2阶进化,170,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,3,094/130,no,todo,todo,todo,todo,,,
G,G,P693,P693,钢炮臂虾,水,1阶进化,120,,,,low,3,033/127,no,todo,todo,not_needed,not_needed,,,
G,G|F,P055,P055,哥达鸭,水,1阶进化,110,,,SELECT_POKEMON|SELECT_CARD|SEARCH_OR_RECOVERY,medium,4,055/151|177/S-P,no,todo,todo,todo,todo,,,
G,G,P574,P574,哥德宝宝,超,基础,70,,,SPECIAL_CONDITION,low,3,062/128,no,todo,todo,todo,todo,,,
G,G,P576,P576,哥德小姐,超,2阶进化,150,,,SELECT_CARD|SEARCH_OR_RECOVERY,medium,3,064/128,no,todo,todo,todo,todo,,,
G,G,P575,P575,哥德小童,超,1阶进化,90,,,SPECIAL_CONDITION,low,4,101/049|063/128,no,todo,todo,todo,todo,,,
